timestamp,username,ip_address,country,login_status,role,auth_method,user_agent,device_id,endpoint,failure_reason,mfa_result,account_lock,risk_score
01-01-2026 00:27,charlie,10.0.0.82,Internal,SUCCESS,user,Password,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",SRV-59360808de-7314,/login,,NOT_REQUIRED,NO,9
01-01-2026 00:28,charlie,198.51.100.41,USA,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",IOS-1267909c30-3496,/login,,NOT_REQUIRED,NO,44
01-01-2026 00:47,diana,192.168.1.204,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",IOS-51167c3fd0-8516,/login,,NOT_REQUIRED,NO,14
01-01-2026 00:50,diana,10.0.0.107,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",AND-0fa80fc572-8129,/login,,NOT_REQUIRED,NO,12
01-01-2026 00:58,victor,192.168.1.197,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",AND-d2dbb8591f-2629,/login,,NOT_REQUIRED,NO,13
01-01-2026 01:05,charlie,10.0.0.96,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",MAC-d74aef13d5-6402,/login,,NOT_REQUIRED,NO,17
01-01-2026 01:10,unknown,10.0.0.31,Internal,FAILED,unknown,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",AND-20d8310537-5223,/login,UNKNOWN_USER,NOT_REQUIRED,NO,75
01-01-2026 01:13,bob,192.168.1.209,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",IOS-5cbe7f6d75-4608,/password/reset,,PASSED,NO,9
01-01-2026 01:13,victor,192.168.1.120,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",SRV-785312d947-8878,/login,,PASSED,NO,19
01-01-2026 01:28,bob,185.10.20.61,UAE,SUCCESS,user,OTP,curl/8.4.0,IOS-de4c5021fc-9236,/api/v1/auth/login,,PASSED,NO,46
01-01-2026 01:28,eve,45.33.12.86,India,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",SRV-a334898bc6-7809,/login,,NOT_REQUIRED,NO,25
01-01-2026 01:29,alice,10.0.0.79,Internal,SUCCESS,user,Password+OTP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",IOS-5de018d9da-9993,/login,,PASSED,NO,6
01-01-2026 01:40,alice,185.10.20.101,UAE,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",SRV-2d18231707-7801,/login,,NOT_REQUIRED,NO,33
01-01-2026 01:42,charlie,10.0.0.94,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MAC-59360808de-2258,/login,,PASSED,NO,14
01-01-2026 01:55,walter,10.0.0.105,Internal,SUCCESS,admin,Password+OTP,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",LIN-29fecd57f4-5126,/api/v1/auth/login,,PASSED,NO,19
01-01-2026 01:55,peggy,10.0.0.37,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",SRV-2c49d86ccf-9237,/password/reset,,NOT_REQUIRED,NO,20
01-01-2026 02:00,walter,10.0.0.110,Internal,SUCCESS,admin,Password+OTP,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",LIN-e911b87855-5527,/api/v1/auth/login,,PASSED,NO,21
01-01-2026 02:02,charlie,203.0.113.51,Unknown,FAILED,user,Password,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",AND-aa85835586-3941,/api/v1/auth/login,INVALID_PASSWORD,NOT_REQUIRED,NO,58
01-01-2026 02:05,walter,10.0.0.90,Internal,SUCCESS,admin,Password+OTP,curl/8.4.0,IOS-6a92c0c374-3468,/login,,PASSED,NO,45
01-01-2026 02:06,alice,192.168.1.94,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",AND-5de018d9da-3252,/login,,PASSED,NO,20
01-01-2026 02:11,eve,45.33.12.167,India,FAILED,user,Password,"Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",IOS-b6430d3d96-2689,/api/v1/auth/login,INVALID_PASSWORD,NOT_REQUIRED,NO,56
01-01-2026 02:14,victor,10.0.0.55,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",MAC-432f0ab914-8799,/login,,PASSED,NO,24
01-01-2026 02:14,alice,10.0.0.85,Internal,SUCCESS,user,Password+OTP,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MAC-e7641479a8-1031,/login,,PASSED,NO,24
01-01-2026 02:16,oscar,192.168.1.220,Internal,SUCCESS,user,OTP,python-requests/2.31.0,SRV-95a18daf36-8195,/sso/callback,,PASSED,NO,31
01-01-2026 02:17,trent,192.168.1.126,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",LIN-c424ddb430-4232,/api/v1/auth/login,,PASSED,NO,7
01-01-2026 02:31,peggy,198.51.100.125,USA,FAILED,user,Password,curl/8.4.0,WIN-81ec362b9d-8993,/admin/login,MFA_REQUIRED,SKIPPED,NO,75
01-01-2026 02:34,walter,10.0.0.57,Internal,SUCCESS,admin,OTP,python-requests/2.31.0,SRV-a295956d00-9563,/password/reset,,PASSED,NO,46
01-01-2026 02:34,oscar,192.0.2.78,Germany,SUCCESS,user,Password+OTP,python-requests/2.31.0,MAC-95a18daf36-2103,/api/v1/auth/login,,PASSED,NO,48
01-01-2026 02:36,alice,10.0.0.144,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",SRV-2d18231707-8477,/login,,NOT_REQUIRED,NO,16
01-01-2026 02:46,diana,45.33.12.82,India,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",IOS-51167c3fd0-5466,/api/v1/auth/login,,NOT_REQUIRED,NO,38
01-01-2026 02:51,victor,10.0.0.241,Internal,SUCCESS,user,Password+OTP,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",LIN-a3bf892ec2-8773,/login,,PASSED,NO,21
01-01-2026 02:53,charlie,192.168.1.248,Internal,SUCCESS,user,Password,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MAC-59360808de-9448,/login,,NOT_REQUIRED,NO,11
01-01-2026 02:59,walter,192.168.1.106,Internal,SUCCESS,admin,Password+OTP,python-requests/2.31.0,WIN-a295956d00-8960,/api/v1/auth/login,,PASSED,NO,37
01-01-2026 03:01,bob,185.10.20.49,UAE,SUCCESS,user,Password,python-requests/2.31.0,MAC-22b97ab9df-7124,/admin/login,,NOT_REQUIRED,NO,54
01-01-2026 03:14,eve,10.0.0.195,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",SRV-a334898bc6-4862,/login,,NOT_REQUIRED,NO,29
01-01-2026 03:18,bob,192.168.1.16,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",AND-7868d113d3-5492,/api/v1/auth/login,,NOT_REQUIRED,NO,10
01-01-2026 03:25,alice,10.0.0.80,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",AND-2d18231707-5777,/login,,NOT_REQUIRED,NO,18
01-01-2026 03:28,alice,192.168.1.235,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",LIN-2d18231707-6940,/login,,NOT_REQUIRED,NO,22
01-01-2026 03:35,eve,192.168.1.140,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",WIN-9f8432b3ab-9622,/login,,NOT_REQUIRED,NO,27
01-01-2026 03:38,peggy,192.168.1.250,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",LIN-2c49d86ccf-2904,/login,,PASSED,NO,10
01-01-2026 03:42,unknown,185.10.20.211,UAE,SUCCESS,unknown,Password,python-requests/2.31.0,WIN-e7e510d1dd-2453,/api/v1/auth/mfa/verify,,PASSED,NO,89
01-01-2026 03:45,victor,45.33.12.178,India,SUCCESS,user,Password,curl/8.4.0,WIN-d195a199f0-9516,/login,,NOT_REQUIRED,NO,40
01-01-2026 03:47,eve,192.168.1.247,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",IOS-b6430d3d96-9897,/login,,NOT_REQUIRED,NO,23
01-01-2026 03:51,walter,10.0.0.84,Internal,SUCCESS,admin,Password+OTP,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",LIN-e911b87855-2299,/login,,PASSED,NO,33
01-01-2026 03:55,victor,10.0.0.93,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",SRV-75f7142f7b-6896,/login,,NOT_REQUIRED,NO,22
01-01-2026 03:56,eve,10.0.0.46,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",AND-a334898bc6-6093,/sso/callback,,NOT_REQUIRED,NO,5
01-01-2026 04:02,victor,10.0.0.103,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",WIN-d2dbb8591f-9459,/api/v1/auth/mfa/verify,,PASSED,NO,14
01-01-2026 04:02,diana,10.0.0.8,Internal,SUCCESS,user,Password+OTP,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",WIN-51167c3fd0-6566,/login,,PASSED,NO,17
01-01-2026 04:09,unknown,185.10.20.44,UAE,SUCCESS,unknown,Password,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",SRV-4f01ec1f9d-4392,/api/v1/auth/mfa/verify,,PASSED,NO,63
01-01-2026 04:13,peggy,192.168.1.185,Internal,SUCCESS,user,Password+OTP,"Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",AND-2c49d86ccf-2286,/login,,PASSED,NO,17
01-01-2026 04:14,unknown,192.168.1.64,Internal,FAILED,unknown,Password,curl/8.4.0,IOS-8e47e7b22f-1693,/api/v1/auth/login,UNKNOWN_USER,NOT_REQUIRED,NO,90
01-01-2026 04:31,oscar,10.0.0.115,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",SRV-ecac7c9924-3253,/api/v1/auth/login,,NOT_REQUIRED,NO,9
01-01-2026 04:34,alice,185.10.20.239,UAE,FAILED,user,Password,python-requests/2.31.0,MAC-ea6cd4fc8b-5872,/login,GEO_VIOLATION,NOT_REQUIRED,NO,93
01-01-2026 04:37,peggy,10.0.0.76,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",AND-7020ee8a39-8573,/login,,PASSED,NO,28
01-01-2026 04:38,oscar,192.168.1.225,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",AND-ab9f8b67af-4065,/login,,PASSED,NO,3
01-01-2026 04:51,victor,185.10.20.229,UAE,SUCCESS,user,Password+OTP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",SRV-785312d947-1342,/login,,PASSED,NO,32
01-01-2026 04:53,bob,10.0.0.169,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",SRV-c7657b1df7-4003,/admin/login,,PASSED,NO,3
01-01-2026 04:58,trent,192.168.1.40,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",IOS-9cc5a0aa39-8499,/api/v1/auth/login,,PASSED,NO,10
01-01-2026 05:03,diana,10.0.0.66,Internal,SUCCESS,user,Password,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",SRV-faf8e398cf-7997,/login,,NOT_REQUIRED,NO,8
01-01-2026 05:04,trent,45.33.12.240,India,SUCCESS,user,Password,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",AND-5920e96f7d-8028,/api/v1/auth/login,,NOT_REQUIRED,NO,30
01-01-2026 05:11,victor,45.33.12.128,India,SUCCESS,user,Password,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",AND-785312d947-4242,/login,,NOT_REQUIRED,NO,27
01-01-2026 05:18,oscar,185.10.20.214,UAE,SUCCESS,user,Password,python-requests/2.31.0,WIN-95a18daf36-1252,/api/v1/auth/login,,NOT_REQUIRED,NO,49
01-01-2026 05:21,eve,192.0.2.175,Germany,SUCCESS,user,Password+OTP,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",IOS-a334898bc6-4078,/login,,PASSED,NO,44
01-01-2026 05:26,eve,192.168.1.188,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",AND-9f8432b3ab-1252,/login,,PASSED,NO,12
01-01-2026 05:36,eve,10.0.0.185,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",MAC-a334898bc6-2085,/api/v1/auth/login,,NOT_REQUIRED,NO,20
01-01-2026 05:38,walter,192.168.1.81,Internal,SUCCESS,admin,Password,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",SRV-87a6fcd29c-2451,/login,,NOT_REQUIRED,NO,22
01-01-2026 05:38,walter,10.0.0.26,Internal,SUCCESS,admin,OTP,"Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",AND-25889de431-3963,/password/reset,,PASSED,NO,22
01-01-2026 05:44,eve,10.0.0.122,Internal,SUCCESS,user,Password,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",SRV-a16e8fd71b-3341,/login,,NOT_REQUIRED,NO,21
01-01-2026 05:58,walter,192.168.1.30,Internal,SUCCESS,admin,Password+OTP,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",AND-e911b87855-4453,/api/v1/auth/login,,PASSED,NO,22
01-01-2026 06:00,mallory,45.33.12.176,India,SUCCESS,user,OTP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",LIN-980dd7c588-4104,/api/v1/auth/login,,PASSED,NO,36
01-01-2026 06:03,diana,192.168.1.222,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",SRV-0fa80fc572-7043,/login,,PASSED,NO,14
01-01-2026 06:05,eve,10.0.0.223,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",MAC-9f8432b3ab-7575,/password/reset,,NOT_REQUIRED,NO,13
01-01-2026 06:09,trent,192.168.1.89,Internal,FAILED,user,OTP,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",AND-b661b33069-1686,/login,INVALID_PASSWORD,NOT_REQUIRED,NO,37
01-01-2026 06:13,bob,45.33.12.205,India,SUCCESS,user,Password,python-requests/2.31.0,SRV-22b97ab9df-6956,/login,,NOT_REQUIRED,NO,55
01-01-2026 06:20,alice,10.0.0.159,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",SRV-5de018d9da-7335,/api/v1/auth/login,,NOT_REQUIRED,NO,14
01-01-2026 06:24,bob,192.168.1.174,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",LIN-7956baad62-3512,/api/v1/auth/mfa/verify,,PASSED,NO,3
01-01-2026 06:30,peggy,192.168.1.100,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",LIN-6b3858da59-4932,/login,,NOT_REQUIRED,NO,10
01-01-2026 06:31,trent,10.0.0.114,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",IOS-9cc5a0aa39-4541,/api/v1/auth/login,,NOT_REQUIRED,NO,5
01-01-2026 06:43,mallory,10.0.0.9,Internal,SUCCESS,user,OTP,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",AND-980dd7c588-1414,/admin/login,,PASSED,NO,16
01-01-2026 07:20,mallory,192.168.1.230,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",MAC-980dd7c588-9944,/login,,NOT_REQUIRED,NO,11
01-01-2026 07:31,trent,192.168.1.64,Internal,SUCCESS,user,Password,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",WIN-5920e96f7d-8993,/api/v1/auth/login,,NOT_REQUIRED,NO,0
01-01-2026 07:33,bob,192.168.1.219,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",WIN-7868d113d3-2343,/sso/callback,,NOT_REQUIRED,NO,24
01-01-2026 07:34,walter,10.0.0.236,Internal,SUCCESS,admin,Password+OTP,curl/8.4.0,AND-6a92c0c374-4434,/password/reset,,PASSED,NO,29
01-01-2026 07:35,bob,10.0.0.166,Internal,SUCCESS,user,Password,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",AND-7868d113d3-2284,/login,,NOT_REQUIRED,NO,21
01-01-2026 07:46,alice,192.168.1.141,Internal,SUCCESS,user,Password,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",AND-e7641479a8-3433,/api/v1/auth/mfa/verify,,PASSED,NO,6
01-01-2026 07:49,eve,192.168.1.102,Internal,SUCCESS,user,Password+OTP,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",WIN-a334898bc6-5297,/login,,PASSED,NO,16
01-01-2026 08:00,peggy,10.0.0.178,Internal,SUCCESS,user,Password,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",WIN-9701ddc952-8584,/api/v1/auth/login,,NOT_REQUIRED,NO,18
01-01-2026 08:05,mallory,192.168.1.151,Internal,SUCCESS,user,Password,python-requests/2.31.0,MAC-7c8db6258e-8355,/api/v1/auth/login,,NOT_REQUIRED,NO,41
01-01-2026 08:05,trent,10.0.0.242,Internal,SUCCESS,user,OTP,curl/8.4.0,SRV-7229aa56b7-8470,/api/v1/auth/mfa/verify,,PASSED,NO,35
01-01-2026 08:13,eve,192.168.1.199,Internal,SUCCESS,user,Password,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MAC-55592bd671-4328,/api/v1/auth/mfa/verify,,PASSED,NO,23
